Model, Phase, Block, Item, Response, Clusters number
SUSTAIN, generalization, 85, 4, 1, 6,
SUSTAIN, generalization, 85, 29, 2.0, 7,
SUSTAIN, generalization, 85, 2, 1, 7,
SUSTAIN, generalization, 85, 26, 2, 7,
SUSTAIN, generalization, 85, 7, 1.0, 8,
SUSTAIN, generalization, 85, 3, 1, 8,
SUSTAIN, generalization, 85, 61, 2, 8,
SUSTAIN, generalization, 85, 52, 1.0, 9,
SUSTAIN, generalization, 85, 56, 2, 9,
SUSTAIN, generalization, 85, 18, 1, 9,
SUSTAIN, generalization, 85, 49, 2.0, 10,
SUSTAIN, generalization, 85, 62, 2, 10,
SUSTAIN, generalization, 85, 12, 1, 10,
SUSTAIN, generalization, 85, 33, 1.0, 11,
SUSTAIN, generalization, 85, 35, 1, 11,
SUSTAIN, generalization, 85, 22, 1.0, 12,
SUSTAIN, generalization, 85, 59, 2.0, 13,
SUSTAIN, generalization, 85, 1, 2, 13,
SUSTAIN, generalization, 85, 58, 2, 13,
SUSTAIN, generalization, 85, 8, 1, 13,
SUSTAIN, generalization, 85, 38, 1.0, 14,
SUSTAIN, generalization, 85, 16, 2.0, 15,
SUSTAIN, generalization, 85, 9, 1, 15,
SUSTAIN, generalization, 85, 41, 2, 15,
SUSTAIN, generalization, 85, 60, 2, 15,
SUSTAIN, generalization, 85, 45, 2.0, 16,
SUSTAIN, generalization, 85, 17, 2.0, 17,
SUSTAIN, generalization, 85, 30, 2, 17,
SUSTAIN, generalization, 85, 40, 1, 17,
SUSTAIN, generalization, 85, 11, 1, 17,
SUSTAIN, generalization, 85, 47, 2, 17,
SUSTAIN, generalization, 85, 5, 1, 17,
SUSTAIN, generalization, 85, 63, 2, 17,
SUSTAIN, generalization, 85, 36, 1, 17,
SUSTAIN, generalization, 85, 39, 1, 17,
SUSTAIN, generalization, 85, 20, 1, 17,
SUSTAIN, generalization, 85, 27, 2, 17,
SUSTAIN, generalization, 85, 57, 2, 17,
SUSTAIN, generalization, 85, 19, 2, 17,
SUSTAIN, generalization, 85, 13, 1.0, 18,
SUSTAIN, generalization, 85, 31, 1.0, 19,
SUSTAIN, generalization, 85, 46, 2, 19,
SUSTAIN, generalization, 85, 24, 2, 19,
SUSTAIN, generalization, 85, 43, 2, 19,
SUSTAIN, generalization, 85, 50, 2, 19,
SUSTAIN, generalization, 85, 14, 1, 19,
SUSTAIN, generalization, 85, 37, 1, 19,
SUSTAIN, generalization, 85, 64, 1, 19,
SUSTAIN, generalization, 85, 55, 2, 19,
SUSTAIN, generalization, 85, 51, 1, 19,
SUSTAIN, generalization, 85, 10, 1, 19,
SUSTAIN, generalization, 85, 25, 1.0, 20,
SUSTAIN, generalization, 85, 53, 1, 20,
SUSTAIN, generalization, 85, 42, 1.0, 21,
SUSTAIN, generalization, 85, 6, 1, 21,
SUSTAIN, generalization, 85, 15, 2, 21,
SUSTAIN, generalization, 85, 34, 1, 21,
SUSTAIN, generalization, 85, 44, 2, 21,
SUSTAIN, generalization, 85, 23, 1, 21,
SUSTAIN, generalization, 85, 32, 1, 21,
SUSTAIN, generalization, 85, 28, 2, 21,
SUSTAIN, generalization, 85, 54, 1, 21,
SUSTAIN, generalization, 85, 48, 1.0, 22,
SUSTAIN, generalization, 85, 21, 1, 22,
SUSTAIN, generalization, 86, 11, 1, 7,
SUSTAIN, generalization, 86, 44, 1.0, 8,
SUSTAIN, generalization, 86, 53, 2, 8,
SUSTAIN, generalization, 86, 12, 1, 8,
SUSTAIN, generalization, 86, 55, 2, 8,
SUSTAIN, generalization, 86, 27, 2.0, 9,
SUSTAIN, generalization, 86, 45, 1, 9,
SUSTAIN, generalization, 86, 42, 1, 9,
SUSTAIN, generalization, 86, 50, 1.0, 10,
SUSTAIN, generalization, 86, 49, 1, 10,
SUSTAIN, generalization, 86, 48, 2, 10,
SUSTAIN, generalization, 86, 40, 1.0, 11,
SUSTAIN, generalization, 86, 34, 1.0, 12,
SUSTAIN, generalization, 86, 13, 1.0, 13,
SUSTAIN, generalization, 86, 17, 1.0, 14,
SUSTAIN, generalization, 86, 38, 1, 14,
SUSTAIN, generalization, 86, 24, 2.0, 15,
SUSTAIN, generalization, 86, 9, 1, 15,
SUSTAIN, generalization, 86, 25, 1, 15,
SUSTAIN, generalization, 86, 52, 1, 15,
SUSTAIN, generalization, 86, 16, 2, 15,
SUSTAIN, generalization, 86, 10, 1, 15,
SUSTAIN, generalization, 86, 7, 2.0, 16,
SUSTAIN, generalization, 86, 47, 2, 16,
SUSTAIN, generalization, 86, 46, 1, 16,
SUSTAIN, generalization, 86, 31, 2.0, 17,
SUSTAIN, generalization, 86, 15, 2, 17,
SUSTAIN, generalization, 86, 6, 2, 17,
SUSTAIN, generalization, 86, 23, 2, 17,
SUSTAIN, generalization, 86, 26, 2, 17,
SUSTAIN, generalization, 86, 64, 1, 17,
SUSTAIN, generalization, 86, 21, 1, 17,
SUSTAIN, generalization, 86, 29, 2, 17,
SUSTAIN, generalization, 86, 2, 1, 17,
SUSTAIN, generalization, 86, 43, 1, 17,
SUSTAIN, generalization, 86, 20, 2.0, 18,
SUSTAIN, generalization, 86, 30, 2, 18,
SUSTAIN, generalization, 86, 59, 1.0, 19,
SUSTAIN, generalization, 86, 36, 1, 19,
SUSTAIN, generalization, 86, 4, 2.0, 20,
SUSTAIN, generalization, 86, 63, 2, 20,
SUSTAIN, generalization, 86, 5, 2, 20,
SUSTAIN, generalization, 86, 22, 2, 20,
SUSTAIN, generalization, 86, 33, 1, 20,
SUSTAIN, generalization, 86, 62, 2, 20,
SUSTAIN, generalization, 86, 60, 1, 20,
SUSTAIN, generalization, 86, 32, 2, 20,
SUSTAIN, generalization, 86, 58, 1, 20,
SUSTAIN, generalization, 86, 35, 1, 20,
SUSTAIN, generalization, 86, 3, 2, 20,
SUSTAIN, generalization, 86, 56, 2, 20,
SUSTAIN, generalization, 86, 18, 1, 20,
SUSTAIN, generalization, 86, 8, 2, 20,
SUSTAIN, generalization, 86, 14, 1, 20,
SUSTAIN, generalization, 86, 41, 1.0, 21,
SUSTAIN, generalization, 86, 37, 2.0, 22,
SUSTAIN, generalization, 86, 57, 1.0, 23,
SUSTAIN, generalization, 86, 61, 1.0, 24,
SUSTAIN, generalization, 86, 19, 2, 24,
SUSTAIN, generalization, 86, 54, 1.0, 25,
SUSTAIN, generalization, 86, 39, 1, 25,
SUSTAIN, generalization, 86, 1, 2, 25,
SUSTAIN, generalization, 86, 28, 2, 25,
SUSTAIN, generalization, 86, 51, 1, 25,
SUSTAIN, generalization, 87, 26, 2.0, 7,
SUSTAIN, generalization, 87, 57, 1.0, 8,
SUSTAIN, generalization, 87, 15, 2.0, 9,
SUSTAIN, generalization, 87, 30, 1.0, 10,
SUSTAIN, generalization, 87, 28, 1, 10,
SUSTAIN, generalization, 87, 47, 2, 10,
SUSTAIN, generalization, 87, 32, 1, 10,
SUSTAIN, generalization, 87, 8, 2, 10,
SUSTAIN, generalization, 87, 41, 2.0, 11,
SUSTAIN, generalization, 87, 7, 2, 11,
SUSTAIN, generalization, 87, 27, 2, 11,
SUSTAIN, generalization, 87, 21, 1, 11,
SUSTAIN, generalization, 87, 64, 1, 11,
SUSTAIN, generalization, 87, 20, 1.0, 12,
SUSTAIN, generalization, 87, 29, 1, 12,
SUSTAIN, generalization, 87, 37, 1, 12,
SUSTAIN, generalization, 87, 35, 1.0, 13,
SUSTAIN, generalization, 87, 22, 1, 13,
SUSTAIN, generalization, 87, 19, 1, 13,
SUSTAIN, generalization, 87, 55, 2, 13,
SUSTAIN, generalization, 87, 36, 1, 13,
SUSTAIN, generalization, 87, 59, 1, 13,
SUSTAIN, generalization, 87, 5, 2.0, 14,
SUSTAIN, generalization, 87, 12, 1, 14,
SUSTAIN, generalization, 87, 4, 2, 14,
SUSTAIN, generalization, 87, 23, 2, 14,
SUSTAIN, generalization, 87, 60, 2.0, 15,
SUSTAIN, generalization, 87, 16, 2, 15,
SUSTAIN, generalization, 87, 42, 2, 15,
SUSTAIN, generalization, 87, 1, 2, 15,
SUSTAIN, generalization, 87, 52, 2, 15,
SUSTAIN, generalization, 87, 54, 2, 15,
SUSTAIN, generalization, 87, 14, 2, 15,
SUSTAIN, generalization, 87, 10, 1, 15,
SUSTAIN, generalization, 87, 38, 1, 15,
SUSTAIN, generalization, 87, 40, 1.0, 16,
SUSTAIN, generalization, 87, 11, 1, 16,
SUSTAIN, generalization, 87, 34, 1, 16,
SUSTAIN, generalization, 87, 9, 1, 16,
SUSTAIN, generalization, 87, 48, 1, 16,
SUSTAIN, generalization, 87, 46, 1.0, 17,
SUSTAIN, generalization, 87, 13, 2, 17,
SUSTAIN, generalization, 87, 51, 1.0, 18,
SUSTAIN, generalization, 87, 6, 2, 18,
SUSTAIN, generalization, 87, 25, 2, 18,
SUSTAIN, generalization, 87, 61, 2, 18,
SUSTAIN, generalization, 87, 49, 2, 18,
SUSTAIN, generalization, 87, 45, 1, 18,
SUSTAIN, generalization, 87, 18, 2, 18,
SUSTAIN, generalization, 87, 56, 2, 18,
SUSTAIN, generalization, 87, 31, 1, 18,
SUSTAIN, generalization, 87, 63, 2, 18,
SUSTAIN, generalization, 87, 62, 2, 18,
SUSTAIN, generalization, 87, 39, 1, 18,
SUSTAIN, generalization, 87, 58, 1, 18,
SUSTAIN, generalization, 87, 24, 1.0, 19,
SUSTAIN, generalization, 87, 3, 2.0, 20,
SUSTAIN, generalization, 87, 53, 2.0, 21,
SUSTAIN, generalization, 87, 33, 1.0, 22,
SUSTAIN, generalization, 87, 17, 1.0, 23,
SUSTAIN, generalization, 87, 43, 2.0, 24,
SUSTAIN, generalization, 87, 44, 2, 24,
SUSTAIN, generalization, 87, 2, 1, 24,
SUSTAIN, generalization, 87, 50, 1, 24,
SUSTAIN, generalization, 88, 56, 2, 6,
SUSTAIN, generalization, 88, 32, 1.0, 7,
SUSTAIN, generalization, 88, 33, 2.0, 8,
SUSTAIN, generalization, 88, 51, 1.0, 9,
SUSTAIN, generalization, 88, 9, 1, 9,
SUSTAIN, generalization, 88, 52, 1, 9,
SUSTAIN, generalization, 88, 10, 1, 9,
SUSTAIN, generalization, 88, 40, 1, 9,
SUSTAIN, generalization, 88, 2, 1, 9,
SUSTAIN, generalization, 88, 30, 1, 9,
SUSTAIN, generalization, 88, 17, 1, 9,
SUSTAIN, generalization, 88, 20, 2.0, 10,
SUSTAIN, generalization, 88, 64, 1, 10,
SUSTAIN, generalization, 88, 59, 1, 10,
SUSTAIN, generalization, 88, 41, 2, 10,
SUSTAIN, generalization, 88, 47, 2, 10,
SUSTAIN, generalization, 88, 58, 2.0, 11,
SUSTAIN, generalization, 88, 3, 1, 11,
SUSTAIN, generalization, 88, 21, 2, 11,
SUSTAIN, generalization, 88, 37, 1.0, 12,
SUSTAIN, generalization, 88, 28, 2, 12,
SUSTAIN, generalization, 88, 49, 2.0, 13,
SUSTAIN, generalization, 88, 39, 1, 13,
SUSTAIN, generalization, 88, 14, 1.0, 14,
SUSTAIN, generalization, 88, 34, 2, 14,
SUSTAIN, generalization, 88, 6, 1, 14,
SUSTAIN, generalization, 88, 4, 1.0, 15,
SUSTAIN, generalization, 88, 53, 1, 15,
SUSTAIN, generalization, 88, 1, 2, 15,
SUSTAIN, generalization, 88, 24, 1, 15,
SUSTAIN, generalization, 88, 57, 2, 15,
SUSTAIN, generalization, 88, 38, 1, 15,
SUSTAIN, generalization, 88, 23, 2.0, 16,
SUSTAIN, generalization, 88, 12, 1, 16,
SUSTAIN, generalization, 88, 44, 1.0, 17,
SUSTAIN, generalization, 88, 19, 2, 17,
SUSTAIN, generalization, 88, 15, 1, 17,
SUSTAIN, generalization, 88, 60, 1.0, 18,
SUSTAIN, generalization, 88, 16, 1.0, 19,
SUSTAIN, generalization, 88, 31, 1, 19,
SUSTAIN, generalization, 88, 26, 1.0, 20,
SUSTAIN, generalization, 88, 46, 2.0, 21,
SUSTAIN, generalization, 88, 8, 1, 21,
SUSTAIN, generalization, 88, 54, 2, 21,
SUSTAIN, generalization, 88, 11, 2.0, 22,
SUSTAIN, generalization, 88, 5, 1, 22,
SUSTAIN, generalization, 88, 7, 2.0, 23,
SUSTAIN, generalization, 88, 35, 2.0, 24,
SUSTAIN, generalization, 88, 63, 2, 24,
SUSTAIN, generalization, 88, 62, 2, 24,
SUSTAIN, generalization, 88, 48, 1.0, 25,
SUSTAIN, generalization, 88, 36, 2, 25,
SUSTAIN, generalization, 88, 55, 2, 25,
SUSTAIN, generalization, 88, 25, 1, 25,
SUSTAIN, generalization, 88, 29, 2.0, 26,
SUSTAIN, generalization, 88, 50, 2, 26,
SUSTAIN, generalization, 88, 27, 1, 26,
SUSTAIN, generalization, 88, 18, 1.0, 27,
SUSTAIN, generalization, 88, 43, 1, 27,
SUSTAIN, generalization, 88, 61, 1, 27,
SUSTAIN, generalization, 88, 13, 1, 27,
SUSTAIN, generalization, 88, 42, 1.0, 28,
SUSTAIN, generalization, 88, 45, 1, 28,
SUSTAIN, generalization, 88, 22, 2, 28,
SUSTAIN, generalization, 89, 39, 1.0, 7,
SUSTAIN, generalization, 89, 16, 2.0, 8,
SUSTAIN, generalization, 89, 54, 2, 8,
SUSTAIN, generalization, 89, 43, 2.0, 9,
SUSTAIN, generalization, 89, 11, 1, 9,
SUSTAIN, generalization, 89, 14, 2, 9,
SUSTAIN, generalization, 89, 2, 1, 9,
SUSTAIN, generalization, 89, 25, 1.0, 10,
SUSTAIN, generalization, 89, 27, 1, 10,
SUSTAIN, generalization, 89, 59, 1.0, 11,
SUSTAIN, generalization, 89, 50, 2.0, 12,
SUSTAIN, generalization, 89, 17, 1, 12,
SUSTAIN, generalization, 89, 34, 1, 12,
SUSTAIN, generalization, 89, 30, 2.0, 13,
SUSTAIN, generalization, 89, 42, 2, 13,
SUSTAIN, generalization, 89, 10, 1, 13,
SUSTAIN, generalization, 89, 23, 2, 13,
SUSTAIN, generalization, 89, 24, 2, 13,
SUSTAIN, generalization, 89, 60, 1, 13,
SUSTAIN, generalization, 89, 32, 2, 13,
SUSTAIN, generalization, 89, 9, 1, 13,
SUSTAIN, generalization, 89, 33, 1, 13,
SUSTAIN, generalization, 89, 18, 1, 13,
SUSTAIN, generalization, 89, 4, 2.0, 14,
SUSTAIN, generalization, 89, 7, 1.0, 15,
SUSTAIN, generalization, 89, 29, 2, 15,
SUSTAIN, generalization, 89, 48, 2, 15,
SUSTAIN, generalization, 89, 47, 1, 15,
SUSTAIN, generalization, 89, 56, 2, 15,
SUSTAIN, generalization, 89, 51, 2, 15,
SUSTAIN, generalization, 89, 15, 2, 15,
SUSTAIN, generalization, 89, 20, 1.0, 16,
SUSTAIN, generalization, 89, 45, 2, 16,
SUSTAIN, generalization, 89, 55, 2, 16,
SUSTAIN, generalization, 89, 13, 2.0, 17,
SUSTAIN, generalization, 89, 46, 1.0, 18,
SUSTAIN, generalization, 89, 28, 1, 18,
SUSTAIN, generalization, 89, 53, 1.0, 19,
SUSTAIN, generalization, 89, 63, 2, 19,
SUSTAIN, generalization, 89, 26, 1, 19,
SUSTAIN, generalization, 89, 41, 1.0, 20,
SUSTAIN, generalization, 89, 49, 2, 20,
SUSTAIN, generalization, 89, 22, 2, 20,
SUSTAIN, generalization, 89, 58, 1, 20,
SUSTAIN, generalization, 89, 6, 1, 20,
SUSTAIN, generalization, 89, 35, 2, 20,
SUSTAIN, generalization, 89, 1, 2, 20,
SUSTAIN, generalization, 89, 57, 1.0, 21,
SUSTAIN, generalization, 89, 44, 2, 21,
SUSTAIN, generalization, 89, 52, 1, 21,
SUSTAIN, generalization, 89, 8, 1, 21,
SUSTAIN, generalization, 89, 38, 1, 21,
SUSTAIN, generalization, 89, 12, 2, 21,
SUSTAIN, generalization, 89, 36, 1.0, 22,
SUSTAIN, generalization, 89, 62, 2, 22,
SUSTAIN, generalization, 89, 3, 2, 22,
SUSTAIN, generalization, 89, 19, 1, 22,
SUSTAIN, generalization, 89, 5, 2, 22,
SUSTAIN, generalization, 89, 40, 1, 22,
SUSTAIN, generalization, 89, 21, 1, 22,
SUSTAIN, generalization, 89, 61, 1.0, 23,
SUSTAIN, generalization, 89, 37, 1, 23,
SUSTAIN, generalization, 89, 31, 2, 23,
SUSTAIN, generalization, 89, 64, 1, 23,
SUSTAIN, generalization, 90, 17, 1, 6,
SUSTAIN, generalization, 90, 14, 2.0, 7,
SUSTAIN, generalization, 90, 21, 2, 7,
SUSTAIN, generalization, 90, 19, 2.0, 8,
SUSTAIN, generalization, 90, 1, 2, 8,
SUSTAIN, generalization, 90, 24, 1.0, 9,
SUSTAIN, generalization, 90, 27, 2, 9,
SUSTAIN, generalization, 90, 50, 1.0, 10,
SUSTAIN, generalization, 90, 23, 1, 10,
SUSTAIN, generalization, 90, 62, 2, 10,
SUSTAIN, generalization, 90, 32, 1, 10,
SUSTAIN, generalization, 90, 60, 1.0, 11,
SUSTAIN, generalization, 90, 29, 1.0, 12,
SUSTAIN, generalization, 90, 51, 1, 12,
SUSTAIN, generalization, 90, 3, 1, 12,
SUSTAIN, generalization, 90, 43, 2.0, 13,
SUSTAIN, generalization, 90, 34, 1.0, 14,
SUSTAIN, generalization, 90, 44, 2, 14,
SUSTAIN, generalization, 90, 22, 2, 14,
SUSTAIN, generalization, 90, 49, 1, 14,
SUSTAIN, generalization, 90, 45, 2, 14,
SUSTAIN, generalization, 90, 26, 1, 14,
SUSTAIN, generalization, 90, 4, 1.0, 15,
SUSTAIN, generalization, 90, 35, 1, 15,
SUSTAIN, generalization, 90, 28, 1, 15,
SUSTAIN, generalization, 90, 33, 1, 15,
SUSTAIN, generalization, 90, 57, 1.0, 16,
SUSTAIN, generalization, 90, 48, 2, 16,
SUSTAIN, generalization, 90, 31, 2.0, 17,
SUSTAIN, generalization, 90, 56, 2, 17,
SUSTAIN, generalization, 90, 64, 1, 17,
SUSTAIN, generalization, 90, 46, 1.0, 18,
SUSTAIN, generalization, 90, 38, 1, 18,
SUSTAIN, generalization, 90, 18, 2, 18,
SUSTAIN, generalization, 90, 6, 1, 18,
SUSTAIN, generalization, 90, 54, 1, 18,
SUSTAIN, generalization, 90, 15, 2, 18,
SUSTAIN, generalization, 90, 53, 2.0, 19,
SUSTAIN, generalization, 90, 52, 2, 19,
SUSTAIN, generalization, 90, 12, 1, 19,
SUSTAIN, generalization, 90, 59, 1, 19,
SUSTAIN, generalization, 90, 37, 1, 19,
SUSTAIN, generalization, 90, 63, 2, 19,
SUSTAIN, generalization, 90, 25, 1.0, 20,
SUSTAIN, generalization, 90, 61, 1, 20,
SUSTAIN, generalization, 90, 41, 1.0, 21,
SUSTAIN, generalization, 90, 36, 1.0, 22,
SUSTAIN, generalization, 90, 11, 1.0, 23,
SUSTAIN, generalization, 90, 7, 1.0, 24,
SUSTAIN, generalization, 90, 47, 1, 24,
SUSTAIN, generalization, 90, 39, 2, 24,
SUSTAIN, generalization, 90, 5, 1, 24,
SUSTAIN, generalization, 90, 42, 1, 24,
SUSTAIN, generalization, 90, 9, 1, 24,
SUSTAIN, generalization, 90, 13, 2, 24,
SUSTAIN, generalization, 90, 58, 1, 24,
SUSTAIN, generalization, 90, 40, 1.0, 25,
SUSTAIN, generalization, 90, 8, 1, 25,
SUSTAIN, generalization, 90, 20, 2, 25,
SUSTAIN, generalization, 90, 55, 2, 25,
SUSTAIN, generalization, 90, 10, 1, 25,
SUSTAIN, generalization, 90, 30, 1, 25,
SUSTAIN, generalization, 90, 16, 1.0, 26,
SUSTAIN, generalization, 90, 2, 1, 26,
SUSTAIN, generalization, 91, 30, 1.0, 7,
SUSTAIN, generalization, 91, 49, 1.0, 8,
SUSTAIN, generalization, 91, 17, 1, 8,
SUSTAIN, generalization, 91, 54, 2, 8,
SUSTAIN, generalization, 91, 40, 1.0, 9,
SUSTAIN, generalization, 91, 37, 1, 9,
SUSTAIN, generalization, 91, 64, 1, 9,
SUSTAIN, generalization, 91, 35, 2.0, 10,
SUSTAIN, generalization, 91, 53, 2, 10,
SUSTAIN, generalization, 91, 34, 2, 10,
SUSTAIN, generalization, 91, 31, 1, 10,
SUSTAIN, generalization, 91, 26, 2, 10,
SUSTAIN, generalization, 91, 14, 1.0, 11,
SUSTAIN, generalization, 91, 41, 1, 11,
SUSTAIN, generalization, 91, 28, 1, 11,
SUSTAIN, generalization, 91, 56, 2, 11,
SUSTAIN, generalization, 91, 12, 1, 11,
SUSTAIN, generalization, 91, 25, 2.0, 12,
SUSTAIN, generalization, 91, 18, 1, 12,
SUSTAIN, generalization, 91, 33, 2, 12,
SUSTAIN, generalization, 91, 63, 2, 12,
SUSTAIN, generalization, 91, 24, 2.0, 13,
SUSTAIN, generalization, 91, 45, 1.0, 14,
SUSTAIN, generalization, 91, 36, 2, 14,
SUSTAIN, generalization, 91, 1, 2, 14,
SUSTAIN, generalization, 91, 21, 2.0, 15,
SUSTAIN, generalization, 91, 58, 2.0, 16,
SUSTAIN, generalization, 91, 50, 1, 16,
SUSTAIN, generalization, 91, 48, 1, 16,
SUSTAIN, generalization, 91, 43, 1, 16,
SUSTAIN, generalization, 91, 60, 2, 16,
SUSTAIN, generalization, 91, 22, 2, 16,
SUSTAIN, generalization, 91, 57, 2, 16,
SUSTAIN, generalization, 91, 52, 1.0, 17,
SUSTAIN, generalization, 91, 4, 2.0, 18,
SUSTAIN, generalization, 91, 3, 2, 18,
SUSTAIN, generalization, 91, 11, 2.0, 19,
SUSTAIN, generalization, 91, 9, 1, 19,
SUSTAIN, generalization, 91, 8, 1.0, 20,
SUSTAIN, generalization, 91, 20, 2, 20,
SUSTAIN, generalization, 91, 19, 2, 20,
SUSTAIN, generalization, 91, 32, 2, 20,
SUSTAIN, generalization, 91, 44, 1, 20,
SUSTAIN, generalization, 91, 39, 1, 20,
SUSTAIN, generalization, 91, 15, 1, 20,
SUSTAIN, generalization, 91, 46, 1, 20,
SUSTAIN, generalization, 91, 5, 2, 20,
SUSTAIN, generalization, 91, 10, 1, 20,
SUSTAIN, generalization, 91, 51, 1, 20,
SUSTAIN, generalization, 91, 47, 2, 20,
SUSTAIN, generalization, 91, 62, 2, 20,
SUSTAIN, generalization, 91, 6, 1.0, 21,
SUSTAIN, generalization, 91, 16, 2.0, 22,
SUSTAIN, generalization, 91, 59, 2, 22,
SUSTAIN, generalization, 91, 27, 1.0, 23,
SUSTAIN, generalization, 91, 23, 2, 23,
SUSTAIN, generalization, 91, 13, 1, 23,
SUSTAIN, generalization, 91, 2, 1, 23,
SUSTAIN, generalization, 91, 42, 2.0, 24,
SUSTAIN, generalization, 91, 55, 2, 24,
SUSTAIN, generalization, 91, 29, 1, 24,
SUSTAIN, generalization, 91, 7, 1, 24,
SUSTAIN, generalization, 91, 38, 1.0, 25,
SUSTAIN, generalization, 91, 61, 1.0, 26,
SUSTAIN, generalization, 92, 34, 2.0, 7,
SUSTAIN, generalization, 92, 32, 1.0, 8,
SUSTAIN, generalization, 92, 46, 1.0, 9,
SUSTAIN, generalization, 92, 35, 2, 9,
SUSTAIN, generalization, 92, 31, 1, 9,
SUSTAIN, generalization, 92, 13, 2.0, 10,
SUSTAIN, generalization, 92, 44, 1, 10,
SUSTAIN, generalization, 92, 22, 2, 10,
SUSTAIN, generalization, 92, 24, 1, 10,
SUSTAIN, generalization, 92, 45, 1, 10,
SUSTAIN, generalization, 92, 20, 2, 10,
SUSTAIN, generalization, 92, 52, 2.0, 11,
SUSTAIN, generalization, 92, 39, 1, 11,
SUSTAIN, generalization, 92, 5, 2, 11,
SUSTAIN, generalization, 92, 7, 1.0, 12,
SUSTAIN, generalization, 92, 49, 1.0, 13,
SUSTAIN, generalization, 92, 62, 2, 13,
SUSTAIN, generalization, 92, 55, 2, 13,
SUSTAIN, generalization, 92, 30, 1, 13,
SUSTAIN, generalization, 92, 27, 1.0, 14,
SUSTAIN, generalization, 92, 43, 2.0, 15,
SUSTAIN, generalization, 92, 11, 1, 15,
SUSTAIN, generalization, 92, 61, 1.0, 16,
SUSTAIN, generalization, 92, 9, 1, 16,
SUSTAIN, generalization, 92, 47, 1, 16,
SUSTAIN, generalization, 92, 8, 1, 16,
SUSTAIN, generalization, 92, 64, 1, 16,
SUSTAIN, generalization, 92, 28, 1, 16,
SUSTAIN, generalization, 92, 54, 1, 16,
SUSTAIN, generalization, 92, 38, 1, 16,
SUSTAIN, generalization, 92, 33, 2, 16,
SUSTAIN, generalization, 92, 25, 2.0, 17,
SUSTAIN, generalization, 92, 1, 2, 17,
SUSTAIN, generalization, 92, 12, 2, 17,
SUSTAIN, generalization, 92, 19, 1, 17,
SUSTAIN, generalization, 92, 59, 1, 17,
SUSTAIN, generalization, 92, 58, 2.0, 18,
SUSTAIN, generalization, 92, 50, 1, 18,
SUSTAIN, generalization, 92, 57, 2, 18,
SUSTAIN, generalization, 92, 37, 2.0, 19,
SUSTAIN, generalization, 92, 48, 1.0, 20,
SUSTAIN, generalization, 92, 26, 2, 20,
SUSTAIN, generalization, 92, 36, 2, 20,
SUSTAIN, generalization, 92, 23, 1.0, 21,
SUSTAIN, generalization, 92, 40, 1, 21,
SUSTAIN, generalization, 92, 16, 2.0, 22,
SUSTAIN, generalization, 92, 41, 1, 22,
SUSTAIN, generalization, 92, 2, 1, 22,
SUSTAIN, generalization, 92, 42, 2, 22,
SUSTAIN, generalization, 92, 18, 1.0, 23,
SUSTAIN, generalization, 92, 17, 1, 23,
SUSTAIN, generalization, 92, 56, 2, 23,
SUSTAIN, generalization, 92, 63, 2, 23,
SUSTAIN, generalization, 92, 6, 1, 23,
SUSTAIN, generalization, 92, 4, 2.0, 24,
SUSTAIN, generalization, 92, 21, 1.0, 25,
SUSTAIN, generalization, 92, 29, 2.0, 26,
SUSTAIN, generalization, 92, 14, 2, 26,
SUSTAIN, generalization, 92, 51, 2, 26,
SUSTAIN, generalization, 92, 3, 2, 26,
SUSTAIN, generalization, 92, 15, 2, 26,
SUSTAIN, generalization, 92, 10, 1, 26,
SUSTAIN, generalization, 92, 53, 2, 26,
SUSTAIN, generalization, 92, 60, 1, 26,
SUSTAIN, generalization, 93, 7, 2.0, 7,
SUSTAIN, generalization, 93, 1, 2, 7,
SUSTAIN, generalization, 93, 45, 1.0, 8,
SUSTAIN, generalization, 93, 52, 1, 8,
SUSTAIN, generalization, 93, 22, 1.0, 9,
SUSTAIN, generalization, 93, 6, 2, 9,
SUSTAIN, generalization, 93, 61, 2, 9,
SUSTAIN, generalization, 93, 27, 2.0, 10,
SUSTAIN, generalization, 93, 50, 1.0, 11,
SUSTAIN, generalization, 93, 3, 1, 11,
SUSTAIN, generalization, 93, 23, 1, 11,
SUSTAIN, generalization, 93, 58, 1, 11,
SUSTAIN, generalization, 93, 10, 1, 11,
SUSTAIN, generalization, 93, 20, 1, 11,
SUSTAIN, generalization, 93, 49, 1, 11,
SUSTAIN, generalization, 93, 53, 1, 11,
SUSTAIN, generalization, 93, 29, 2, 11,
SUSTAIN, generalization, 93, 37, 1, 11,
SUSTAIN, generalization, 93, 44, 1, 11,
SUSTAIN, generalization, 93, 36, 2, 11,
SUSTAIN, generalization, 93, 57, 1, 11,
SUSTAIN, generalization, 93, 24, 1, 11,
SUSTAIN, generalization, 93, 47, 2, 11,
SUSTAIN, generalization, 93, 26, 2, 11,
SUSTAIN, generalization, 93, 13, 1.0, 12,
SUSTAIN, generalization, 93, 18, 2.0, 13,
SUSTAIN, generalization, 93, 33, 1.0, 14,
SUSTAIN, generalization, 93, 30, 1, 14,
SUSTAIN, generalization, 93, 14, 1, 14,
SUSTAIN, generalization, 93, 4, 1, 14,
SUSTAIN, generalization, 93, 38, 1.0, 15,
SUSTAIN, generalization, 93, 59, 1.0, 16,
SUSTAIN, generalization, 93, 56, 2, 16,
SUSTAIN, generalization, 93, 19, 2, 16,
